UF,Total (1 000 pessoas),Total (1 000 pessoas) CV (%),Branca  (Total),Branca CV (%),Preta Total,Preta CV (%),Parda (Total),Parda CV (%),Amarela ou indígena (Total),Amarela ou indígena CV (%),Ano:
Sergipe,2256,9159999999792,-,20,7952587620474,5,4163767730446013,7,4065810118730955,7,9593544707463941,70,846983789216182,1,6947772414595992,0,95117643686355835,20,458747418314267,2017
Bahia,14730,620000000246,-,19,217516682450871,3,914840928541389,20,921274258482651,3,2481612093154575,59,255821338471698,1,2635400603476576,0,6004881355550783,16,107265444130149,2017
Minas Gerais,20898,151000000136,-,40,396827064295145,1,7257869106778516,10,753766020917988,3,5711929236206559,48,561749059347434,1,273097727491163,0,28765785543964173,17,865326372292319,2017
Espírito Santo,3921,75900000003,-,39,209049200840148,2,5920521745703802,10,461535353928882,5,0613575431743039,49,787056676097905,1,8343086252658263,0,54235876913201586,17,77879595968481,2017
Rio de Janeiro,17050,949000000131,-,43,81401390765545,1,6896482820106153,13,362250618600127,3,0591120885334484,42,334625388159758,1,6814510205035411,0,47483294794713721,12,934282921630627,2017
São Paulo,45143,41699999907,-,60,07748141926907,1,245941158921779,6,9459110762837888,3,9717667700956452,31,144213444149081,2,2076194111638445,1,815085662351932,8,7214175742665301,2017
Paraná,11248,537000000062,-,67,243471153545457,1,0533649138058037,3,6667026119315276,6,0068894466968015,27,982372243782851,2,3981048529905413,1,0973747844590094,11,647222037095869,2017
Santa Catarina,6973,1299999996681,-,82,776475791549245,0,69338823394018634,2,7009714459882135,8,0178292523044128,14,183663920829991,3,6330163756882423,0,32587685436520825,17,708248194516603,2017
Rio Grande do Sul,11261,515000000158,-,79,647226626960176,0,88838674640645998,5,5878835747096298,6,0529534530207689,14,448551395607634,3,7920942180926049,0,31633840272212399,17,7081660718348,2017
Mato Grosso do Sul,2648,3709999999692,-,43,197033555658102,2,5736384345208876,6,0256234853898052,7,2518076850672033,49,467937364460859,2,3293952007227823,1,2968643416378431,15,119215132369144,2017
Mato Grosso,3346,410000000049,-,31,806579054443585,3,1651621323429322,9,3867010358145659,5,47513811173632,57,664194686316321,1,7437382000498804,1,1205433520240946,15,876647693338922,2017
Goiás,6824,1169999999347,-,35,669775599562605,2,2006214170787426,7,6460119288654846,4,9612514390174862,55,9808897054303,1,3949887852710372,0,67382089794261102,18,558256119447165,2017
Distrito Federal,2931,0569999999261,-,36,706807107829107,4,0607335640845026,9,9588081074214649,6,7084416946895944,51,691115744357539,2,5464639433023328,1,5823304795376845,38,08064610852724,2017
Rondônia,1747,1540000000068,-,29,470555836654032,3,6729584402712074,6,7103249279979682,8,7762119806496237,62,401181283098083,2,0119676016447077,1,4044868669216888,16,849394120737571,2018
Acre,853,02299999998695,-,21,026011422476913,4,0397671010174339,5,3461751132477069,8,4437578658616381,72,316776241247794,1,2954028589661861,1,3110372230296925,16,701582156157571,2018
Amazonas,3921,5080000000353,-,16,808716016523562,5,1859634221775464,2,9897180688775906,12,28848873701639,77,408331253652491,1,3175128883677663,2,7932346609451768,19,096522530759042,2018
Roraima,513,46599999999341,-,23,690035498892854,6,1568724173287546,7,674129412216117,8,277140983001777,60,861620530094243,2,4414785552173517,7,7369984724747143,14,383915479843232,2018
Pará,8472,0290000003115,-,17,838190049345496,3,5543211630825757,8,1711705867674862,7,3869386846292118,72,695796622512631,1,2082553090510262,1,2692241100691855,12,734195995226619,2018
Amapá,821,54499999998939,-,17,428553035270998,6,9859016082459187,6,9968806233466614,13,596443530363853,74,260805626786237,1,8386202771922748,1,2485175593799833,22,590979854278174,2018
Tocantins,1542,1500000000012,-,21,093028512337103,4,574695224443575,12,447240380361086,7,4912401649720834,65,017751370067202,1,7308877140884693,1,441979737235908,16,481885194126278,2018
Maranhão,7000,7260000001897,-,18,293111398748596,2,5165920369962178,11,947580751588015,3,8200762218575197,68,544243238370896,0,81178070973414784,1,1991894678784123,7,9139495492813374,2018
Piauí,3263,7539999999417,-,19,797282377318247,4,171215423297971,9,0725890016825623,6,3620714582381428,70,890774018169054,1,3916006673946852,0,23353811963454521,27,211818380344781,2018
Ceará,9072,9799999999777,-,28,223515437706162,2,411295763334468,5,2886794381675362,5,1342359770621231,65,714419289903759,1,0711193726722603,0,76936159374833535,13,869715900756056,2018
Rio Grande do Norte,3479,0099999999538,-,35,864804162639111,3,2574944941794062,5,9772639978341582,7,204772906802444,57,97188828689481,1,8001126060001933,0,18604355263140107,34,404307291540768,2018
Paraíba,3975,3290000000206,-,32,902912819488677,2,7535612528280149,5,6964982626965934,7,8039427829084964,60,957366412699564,1,5331719671249759,0,38859040257822619,18,763584987625432,2018
Pernambuco,9439,0330000000722,-,31,225978566177691,2,6996398565547528,6,4626938955694415,5,4741434101916937,61,22204914360703,1,3439881864644487,1,0581907682437361,12,708970294527166,2018
Alagoas,3315,5640000000271,-,25,350399973283423,3,2867568340726656,5,6944524038443882,6,0635363857376543,67,745807632064782,1,2640031030577485,1,2055240495872102,14,879801742635864,2018
Sergipe,2277,9559999999819,-,19,398147101466368,5,0323712416797681,8,2051806754481724,6,9774979040791667,71,49126340134741,1,4994393919362066,0,88682072364606346,15,409708434307037,2018
Bahia,14793,318999999487,-,18,088750758823529,3,4657901667263062,22,914944634643678,3,3252619519632569,58,165053691781992,1,2548083864322437,0,82271294858161348,12,292297709509601,2018
Minas Gerais,21030,103999999981,-,39,747470745339896,1,8016049723405365,11,776008886606155,3,5187610370986744,48,185990414612611,1,3366799801609728,0,27887383747976446,15,148539190312702,2018
Espírito Santo,3968,7340000000604,-,37,061013289367146,2,8056097599303027,11,040549598714342,4,2342680817466993,51,102672794135238,1,9220156578291954,0,77347079403854158,10,579811730196084,2018
Rio de Janeiro,17159,43500000022,-,45,200962019913163,1,5706740668014179,13,378883181950453,2,8242672591620641,40,82782451682192,1,5310793732081309,0,56184917183807792,10,238355191050797,2018
São Paulo,45532,652999999722,-,59,052004569745712,1,2918930806528399,7,585709203372363,3,8085720205989735,31,612985892466472,2,1924605774067234,1,7302555407026834,9,6038544708210374,2018
Paraná,11335,546999999686,-,65,464701984214102,1,0971040020733387,4,0779176306590363,6,3567964972890145,29,259317403817832,2,2871484862861631,1,1971945362142433,9,9591179591667878,2018
Santa Catarina,7063,80399999986,-,79,902154221764633,0,72165773554504187,3,020701129966413,6,3640712239979695,16,536567725894226,3,2398448861764613,0,5187646860550198,15,193663260991585,2018
Rio Grande do Sul,11310,970000000016,-,78,612812140363033,0,9721486694734135,6,5047964403020524,5,492172568924234,14,473032466097159,4,0122294088771415,0,40935895323600374,16,982863310209662,2018
Mato Grosso do Sul,2679,1119999999564,-,44,040862033694069,2,497253313112398,6,4027147988322284,6,5296149156375005,47,283276108709899,2,2338831450932903,2,2624505245406197,14,458758049863929,2018
Mato Grosso,3388,9189999999753,-,31,002166783026819,2,9578684224327572,10,196309782396257,4,6647915929911088,57,629088959146529,1,5681740151627968,1,1543780784279458,30,013639623102133,2018
Goiás,6923,2600000001457,-,35,845579721120366,2,169914870441453,9,2097306780328427,5,4303137757378739,53,989411335028777,1,3978918893541754,0,95161017651345969,14,380795767025392,2018
Distrito Federal,2972,2090000000362,-,37,548715862313692,3,3267731544566734,10,525422711974839,6,141382593732815,50,387974328988406,2,4150710138832743,1,4705815406104692,24,858496438286085,2018
